xAccl,yAccl,zAccl,newPosition,time,pcTime
5,94,1013,0,346574
-3,94,1014,0,371492
-6,82,1009,0,396500
-2,90,1012,0,421507
2,95,1013,0,446514
-4,91,1008,0,471514
-6,86,1012,0,496521
-1,87,1013,0,521529
-2,93,1007,0,546536
-2,88,1012,0,571536
-2,90,1014,0,596543
-4,98,1011,0,621551
0,90,1007,0,646558
-3,88,1016,0,671565
-1,89,1020,0,696569
-5,94,1011,0,721576
-4,86,1005,0,746584
-1,89,1011,0,771591
-3,87,1008,0,796595
3,90,1009,0,821602
3,92,1010,0,846606
0,88,1012,0,871609
-6,92,1011,0,896613
-2,90,1013,0,921620
-5,91,1016,0,946628
-3,81,1015,0,971635
-4,90,1007,0,996643
2,94,1018,0,1021650
-1,92,1012,0,1046653
-4,87,1002,0,1071661
0,88,1014,0,1096668
-3,92,1019,0,1121668
-2,88,1014,0,1146675
-3,87,1008,0,1171683
-2,88,1009,0,1196690
-4,91,1011,0,1221690
-2,89,1008,0,1246698
-2,87,1009,0,1271705
24,76,1009,0,1296712
1,84,1022,0,1321715
-2,83,1020,0,1346719
-12,95,1009,0,1371727
0,91,1016,0,1396734
8,95,1012,0,1421737
10,88,1020,0,1446741
-10,89,1012,0,1471749
-4,93,1012,0,1496756
-6,91,1009,0,1521756
5,89,1016,0,1546763
-4,92,1009,0,1571771
-611,1767,1547,41,1696037
1421,-16,551,54,1721043
1464,-28,768,58,1746041
1141,38,999,58,1771045
152,28,922,58,1796045
142,99,981,58,1821054
121,71,975,58,1846059
93,50,989,58,1871064
77,96,1010,58,1896067
18,84,1008,58,1921070
-26,87,1016,58,1946074
-35,98,984,58,1971081
-108,109,1002,58,1996085
-216,127,1005,58,2021092
-187,130,1000,58,2046100
-197,124,985,58,2071107
-246,127,982,58,2096115
-255,142,979,58,2121121
-291,152,977,58,2146126
-285,140,978,58,2171133
-266,128,964,58,2196137
-232,131,983,58,2221144
-230,143,982,58,2246148
-242,131,977,58,2271155
-219,132,991,58,2296159
-186,136,1001,58,2321166
44,79,984,58,2346170
-13,73,984,58,2371173
-79,120,1012,58,2396177
-13,101,1008,58,2421184
30,100,1008,58,2446188
67,88,999,58,2471192
102,92,1002,58,2496195
159,82,999,58,2521198
173,73,991,58,2546206
200,80,981,58,2571210
228,72,983,58,2596214
242,60,980,58,2621217
261,57,976,58,2646229
266,63,974,58,2671232
256,63,976,58,2696236
246,64,977,58,2721239
241,67,984,58,2746240
221,69,980,58,2771241
206,70,983,58,2796244
155,84,1004,58,2821252
122,86,1006,58,2846260
87,91,1006,58,2871263
38,92,1010,58,2896272
8,95,1005,58,2921275
-82,110,1007,58,2946279
-44,106,1007,58,2971287
-105,107,1000,58,2996294
-135,123,1002,58,3021302
-143,133,998,58,3046309
-210,133,998,58,3071309
-231,131,991,58,3096316
-237,146,991,58,3121324
-243,137,985,58,3146331
-250,128,980,58,3171338
-203,148,984,58,3196345
-178,119,980,58,3221353
-192,136,993,58,3246364
-201,138,995,58,3271364
-183,123,994,58,3296371
-165,116,995,58,3321378
-121,118,1000,58,3346386
-137,123,1005,58,3371393
-41,109,1014,58,3396401
-17,101,1007,58,3421408
39,102,1012,58,3446408
50,101,1017,58,3471415
99,90,1011,58,3496419
127,82,1002,58,3521426
159,82,996,58,3546433
186,72,994,58,3571437
210,70,989,58,3596441
211,68,988,58,3621444
235,66,987,58,3646448
235,66,978,58,3671451
228,62,978,58,3696456
235,65,982,58,3721459
205,75,982,58,3746463
181,70,986,58,3771466
164,83,1002,58,3796470
142,77,999,58,3821478
128,84,1003,58,3846481
74,80,1013,58,3871489
29,99,1017,58,3896493
16,101,1015,58,3921500
-20,94,1018,58,3946506
-48,102,1025,58,3971507
-186,98,1020,58,3996514
-111,116,1019,58,4021522
-164,136,1001,58,4046529
-217,142,1035,58,4071536
-206,132,1027,58,4096543
-203,147,990,58,4121547
-222,133,974,58,4146547
-204,126,986,58,4171554
-206,135,974,58,4196562
-206,133,978,58,4221569
-194,133,994,58,4246577
-168,113,990,58,4271584
-140,123,1001,58,4296584
-122,117,1002,58,4321591
-84,118,1002,58,4346599
-99,104,1015,58,4371606
-74,104,1001,58,4396606
5,109,1015,58,4421613
30,96,1004,58,4446617
66,89,1010,58,4471624
83,91,1010,58,4496628
117,88,999,58,4521635
137,86,1005,58,4546639
171,71,994,58,4571646
