xAccl,yAccl,zAccl,newPosition,time,pcTime
-4,96,1011,0,346575
-8,90,1005,0,371490
-9,98,1018,0,396497
-15,94,1013,0,421505
0,98,1013,0,446508
-14,99,1007,0,471508
-11,96,1008,0,496516
-5,96,1008,0,521523
-7,99,1019,0,546530
-11,97,1011,0,571538
-11,99,1014,0,596544
-3,95,1008,0,621548
-15,96,1016,0,646556
-14,96,1017,0,671559
-2,105,1036,0,696560
-11,110,1042,0,721567
-10,99,1012,0,746574
-16,88,996,0,771577
0,92,1002,0,796578
-7,95,1007,0,821581
-18,101,1013,0,846582
-4,99,1002,0,871586
-9,90,1007,0,896593
-8,96,1012,0,921600
-14,98,1011,0,946603
-2,96,1013,0,971611
-10,93,1010,0,996618
-17,100,1015,0,1021626
-8,102,1023,0,1046633
-12,96,1021,0,1071640
-10,97,1014,0,1096643
-16,96,1011,0,1121647
5,87,981,0,1146648
-13,70,963,0,1171655
-10,80,980,0,1196662
-6,101,1022,0,1221670
-8,105,1033,0,1246677
-10,97,1018,0,1271685
-13,98,1023,0,1296687
0,99,1020,0,1321691
-13,99,1022,0,1346696
-16,97,1010,0,1371699
-4,96,1013,0,1396706
-7,94,1010,0,1421714
659,-228,956,73,1596038
2047,-313,557,86,1621043
991,165,847,92,1646048
-897,373,950,92,1671051
300,6,975,92,1696055
135,84,916,92,1721059
276,66,998,92,1746064
130,88,982,92,1771065
145,101,1024,92,1796069
-24,107,1014,92,1821072
-20,92,977,92,1846076
-139,128,1033,92,1871082
-203,164,992,92,1896086
-235,134,987,92,1921093
-298,150,951,92,1946093
-362,176,963,92,1971100
-328,225,963,92,1996108
-370,176,930,92,2021115
-420,165,929,92,2046119
-404,165,920,92,2071127
-370,168,941,92,2096130
-400,166,934,92,2121137
-359,149,952,92,2146141
-374,170,962,92,2171148
-319,144,966,92,2196156
81,257,992,92,2221157
-157,144,995,92,2246160
-90,127,1025,92,2271160
-105,136,1011,92,2296163
-9,113,1004,92,2321171
96,104,1005,92,2346174
98,116,1005,92,2371182
211,73,979,92,2396185
245,91,979,92,2421192
342,63,959,92,2446196
307,86,963,92,2471196
370,68,961,92,2496203
383,50,928,92,2521211
394,60,935,92,2546214
391,58,932,92,2571218
392,58,933,92,2596230
381,58,938,92,2621236
344,67,956,92,2646242
323,78,958,92,2671246
265,69,969,92,2696250
236,85,983,92,2721253
207,87,975,92,2746258
118,90,994,92,2771264
99,80,990,92,2796265
-62,141,1026,92,2821267
-6,102,991,92,2846273
-92,125,998,92,2871277
-148,126,983,92,2896277
-263,123,962,92,2921280
-306,135,964,92,2946288
-321,157,965,92,2971295
-306,149,960,92,2996296
-303,151,943,92,3021298
-372,157,946,92,3046299
-385,170,951,92,3071302
-290,151,941,92,3096310
-370,150,947,92,3121318
-332,151,952,92,3146321
-285,122,956,92,3171324
-302,154,980,92,3196332
-263,144,984,92,3221335
-154,132,1001,92,3246343
-76,146,1008,92,3271351
-50,126,1001,92,3296359
-2,100,1009,92,3321365
83,89,999,92,3346365
112,105,1003,92,3371368
152,112,986,92,3396372
224,84,979,92,3421380
278,77,974,92,3446386
293,87,971,92,3471390
331,70,963,92,3496394
362,53,946,92,3521398
353,58,954,92,3546402
371,48,964,92,3571405
358,67,973,92,3596409
348,63,975,92,3621417
329,77,969,92,3646423
283,76,972,92,3671424
255,71,967,92,3696431
199,87,983,92,3721431
142,71,985,92,3746438
97,104,998,92,3771441
71,83,1006,92,3796446
-15,122,1013,92,3821453
-76,117,1008,92,3846453
-100,120,1001,92,3871456
-144,132,991,92,3896464
89,14,1034,140,4019038
2047,0,1207,152,4044038
950,105,917,157,4069043
-539,-5,1086,158,4094046
-144,105,920,158,4119055
-151,113,1059,158,4144057
-126,70,979,158,4169059
-202,118,988,158,4194065
741,115,1125,158,4219065
-38,141,1019,158,4244071
-149,114,1008,158,4269078
-176,118,996,158,4294083
-135,101,976,158,4319090
-67,113,998,158,4344097
-178,128,997,158,4369101
11,87,1008,158,4394105
-105,116,1021,158,4419108
195,9,989,158,4444112
-82,113,1013,158,4469116
4,72,1003,158,4494123
16,82,1015,158,4519130
11,88,1014,158,4544134
61,66,1007,158,4569138
60,70,1007,158,4594141
99,61,997,158,4619145
91,68,1010,158,4644149
127,62,997,158,4669153
142,64,996,158,4694156
121,68,1014,158,4719160
156,66,1000,158,4744163
118,70,1027,158,4769167
150,62,999,158,4794170
111,75,1007,158,4819174
115,63,999,158,4844178
101,66,1004,158,4869182
70,64,1006,158,4894185
74,66,1009,158,4919189
14,72,1009,158,4944193
16,65,1008,158,4969196
-12,83,1010,158,4994200
-5,85,1019,158,5019204
-44,88,1008,158,5044211
-66,94,1023,158,5069215
-77,86,1006,158,5094218
-93,100,1001,158,5119226
-88,99,1005,158,5144233
-119,104,1002,158,5169237
-119,106,1013,158,5194242
-123,107,1013,158,5219249
-125,102,1006,158,5244250
-108,100,1005,158,5269253
-92,98,1005,158,5294258
-96,99,1009,158,5319261
-97,100,1009,158,5344267
-67,90,1013,158,5369273
-55,92,1021,158,5394273
-55,91,1009,158,5419273
-29,81,1013,158,5444281
-23,83,1010,158,5469288
13,79,1008,158,5494295
11,80,1026,158,5519303
41,71,1010,158,5544309
48,74,1009,158,5569310
63,71,996,158,5594314
76,66,1007,158,5619321
77,68,1015,158,5644328
100,69,1007,158,5669332
91,69,1013,158,5694339
105,61,1002,158,5719343
99,71,1000,158,5744347
98,65,1007,158,5769354
88,67,1016,158,5794365
77,65,1011,158,5819365
74,69,1013,158,5844372
62,68,1020,158,5869376
52,68,1016,158,5894383
28,72,1005,158,5919383
24,90,998,158,5944387
8,95,975,158,5969394
-19,72,991,158,5994397
-13,67,999,158,6019398
-54,74,1012,158,6044405
-59,80,1031,158,6069413
-63,89,1028,158,6094420
-67,89,1028,158,6119427
-73,95,1021,158,6144430
-84,105,1013,158,6169431
-89,104,1029,158,6194434
-903,596,1273,173,6252038
1894,2,784,181,6277043
1104,-94,1002,183,6302046
596,215,1017,183,6327048
44,36,974,183,6352055
97,89,991,183,6377057
35,34,1032,183,6402060
-61,63,1000,183,6427065
46,64,1021,183,6452065
29,56,1016,183,6477069
-3,46,1002,183,6502072
-18,77,1030,183,6527075
-1,87,1019,183,6552082
-1,66,1031,183,6577090
-66,72,1020,183,6602097
-3,72,1015,183,6627101
-19,75,1012,183,6652108
-36,61,1016,183,6677109
-58,73,1003,183,6702116
-31,78,1009,183,6727119
-12,66,1009,183,6752127
-83,70,1018,183,6777131
-18,63,1016,183,6802137
-28,81,1026,183,6827141
-35,70,1019,183,6852149
-50,66,1022,183,6877156
-24,73,1016,183,6902163
-1,69,1019,183,6927170
-54,73,1015,183,6952178
-2,58,1022,183,6977185
-11,73,1016,183,7002189
-2,70,1023,183,7027193
-16,61,1008,183,7052200
2,64,1008,183,7077207
24,66,1016,183,7102211
-24,73,1017,183,7127215
21,58,1012,183,7152226
16,62,1011,183,7177229
17,68,1019,183,7202234
