time_sec,theta_kalman,theta_dot_kalman,x_pivot_m
0.346556,0.0006314204155176213,-0.0004428849161026451,-0.0
0.371474,0.00022357677205653108,-0.00043381752287923467,-0.0
0.396482,-6.552325288279484e-05,-0.00041777028006583904,-0.0
0.421489,-9.68700774080879e-05,-0.00040119955766687587,-0.0
0.446496,-7.063227555209308e-05,-0.0003855395997649502,-0.0
0.471504,1.5284082395219484e-05,-0.0003722777558434853,-0.0
0.496511,-1.942928493823176e-05,-0.00035837934008747015,-0.0
0.521518,1.6510368161334592e-05,-0.00034560813626046023,-0.0
0.546526,-6.4803393077841e-05,-0.0003310144716927501,-0.0
0.571533,0.00011466992624777392,-0.0003211317447592119,-0.0
0.59654,0.00019486513448486884,-0.00031346306226389363,-0.0
0.621547,-6.450262905801344e-06,-0.00030094110551394425,-0.0
0.646555,6.1713696312828e-05,-0.00029031864721579086,-0.0
0.671562,0.00021784995242701507,-0.00028379603619409655,-0.0
0.696569,0.0006870126042970907,-0.00028922232213588595,-0.0
0.721577,0.0007759152899411983,-0.0002970610205089955,-0.0
0.74658,0.0006991283544141027,-0.00030316027087225585,-0.0
0.771588,0.0006387713517036385,-0.00030793610355809957,-0.0
0.796595,0.00018832850962689052,-0.00030160511474124996,-0.0
0.821595,4.8504245325574086e-05,-0.0002919560677720058,-0.0
0.846603,0.0005812231274802865,-0.00029585554199590674,-0.0
0.871606,0.00012123952292907622,-0.0002884012341288721,-0.0
0.89661,-0.00024011896834031838,-0.0002720627431430096,-0.0
0.921617,-0.00037629731085022343,-0.00025247906833929766,-0.0
0.946625,0.002379985107669144,-0.00030220346621833306,-0.0
0.971628,0.0029871799068339287,-0.0003673512746223597,-0.0
0.996632,0.002877444890935147,-0.0004299772796188305,-0.0
1.021635,0.002625304321796535,-0.0004865482507597032,-0.0
1.046642,0.003170775764818596,-0.0005571101534846768,-0.0
1.07165,0.0030456457199796692,-0.0006248834589846486,-0.0
1.096654,0.003207268510357065,-0.0006971048319728088,-0.0
1.121661,0.0038854854958116102,-0.0007867799592152745,-0.0
1.146665,0.004035563430153403,-0.0008807154160683367,-0.0
1.171672,0.005262019757111812,-0.0010059743305171026,-0.0
1.196676,0.007217061537158521,-0.0011809141731375543,-0.0
1.221676,0.011078623998956807,-0.0014534755300021412,-0.0
1.246683,0.01643274990535079,-0.0018612751386638652,-0.0
1.271684,0.025135060163263903,-0.0024885683693600365,-0.0
1.29669,0.03852796900068685,-0.003453427010086782,-0.0
1.369019,0.058688705760533935,-0.0049262485023381375,-0.01276
1.394027,0.1531761828903665,-0.008772656944147528,-0.021692
1.419029,0.06919881392150228,-0.01051777639555837,-0.021692
1.444038,0.027595498722700243,-0.011225778563856509,-0.021692
1.46904,-0.034724170931785536,-0.010377380553243096,-0.021692
1.494041,-0.02140034235363595,-0.009869780093149427,-0.021692
1.519045,-0.0007594128037182531,-0.009886227932411526,-0.021692
1.544045,-0.0025053182942521976,-0.009865097167584057,-0.021692
1.569049,-0.003314666101821148,-0.009829870704932093,-0.021692
1.594053,-0.010213684170469932,-0.009627749721506273,-0.021692
1.619059,-0.015878616348646575,-0.00928956754741551,-0.021692
1.644066,-0.021137116476032544,-0.00882530783176672,-0.021692
1.669074,-0.026640044722790808,-0.008228546197031903,-0.021692
1.694081,-0.03448241078718592,-0.007440215608404681,-0.021692
1.719086,-0.04504384088551641,-0.0063916044572483385,-0.021692
1.744092,-0.0506044880289189,-0.005207511572991347,-0.021692
1.769096,-0.059048350451449516,-0.0038148580548020353,-0.021692
1.794103,-0.06367639197739433,-0.002308498057705541,-0.021692
1.819111,-0.066117583524965,-0.0007423468139745593,-0.021692
1.844115,-0.06655892228900795,0.0008344094317386253,-0.021692
1.869122,-0.06486213848828523,0.0023691222199099943,-0.021692
1.894126,-0.0655503537961133,0.003922591965581451,-0.021692
1.919129,-0.061138847393001065,0.005367855437762498,-0.021692
1.944133,-0.05726955772114827,0.006719425329277176,-0.021692
1.969141,-0.050178784916100345,0.007897332275677654,-0.021692
1.994144,-0.04440139347890243,0.008935267547978784,-0.021692
2.019148,-0.03590818534859276,0.009765750457186244,-0.021692
2.044155,-0.027448919172592724,0.010390155239056259,-0.021692
2.069159,-0.01824564882257148,0.010790209438647332,-0.021692
2.094166,-0.007453522207796168,0.010926303883804504,-0.021692
2.11917,0.000549291864245155,0.010868502049136176,-0.021692
2.144173,0.011109196270151243,0.010552615690158518,-0.021692
2.169177,0.020995846126406592,0.009995336488161729,-0.021692
2.194184,0.02957917260349005,0.009229011255627858,-0.021692
2.219188,0.03722543432523456,0.008276666595117929,-0.021692
2.244192,0.04323894138339965,0.0071786653832759326,-0.021692
2.269196,0.04827929588298031,0.005958730830860133,-0.021692
2.294199,0.050768697507109425,0.004680093000111428,-0.021692
2.319206,0.05333487743483396,0.0033400209154493127,-0.021692
2.34421,0.054323005455351035,0.001977261044252436,-0.021692
2.369214,0.05433697607615322,0.0006153951675914315,-0.021692
2.394217,0.052516298742387856,-0.0007004065244925958,-0.021692
2.419221,0.050113319092362135,-0.0019563634917112924,-0.021692
2.444227,0.04754623258331951,-0.003149149146761822,-0.021692
2.469231,0.042525243739794084,-0.004217951127997263,-0.021692
2.49424,0.03591828569305462,-0.005123653602934333,-0.021692
2.519245,0.027392251277430044,-0.00581868114624963,-0.021692
2.544246,0.020446099671493405,-0.0063431070494668895,-0.021692
2.569248,0.012281236703077385,-0.006666686554687974,-0.021692
2.594254,0.004864538664730847,-0.006808393162092731,-0.021692
2.619257,-0.002891617028250148,-0.006759799803639424,-0.021692
2.644264,-0.01095208297961449,-0.006513241408704092,-0.021692
2.669265,-0.018753564766372015,-0.006075060145907087,-0.021692
2.694273,-0.0248914382557113,-0.005486716557015849,-0.021692
2.71928,-0.031835198513828794,-0.0047276223834108524,-0.021692
2.74428,-0.03772869305584049,-0.0038236487460658088,-0.021692
2.769287,-0.04239916149431894,-0.002804909763228655,-0.021692
2.794287,-0.044766813883427486,-0.00172853691343329,-0.021692
2.819295,-0.045468808518138316,-0.0006356404773993768,-0.021692
2.844302,-0.04452366653802896,0.0004331443194112161,-0.021692
2.869309,-0.041130225084313306,0.0014170676329260598,-0.021692
2.894309,-0.03597087420044835,0.002272445897086979,-0.021692
2.919317,-0.029528117933611684,0.0029676196222542597,-0.021692
2.944324,-0.029095017750587877,0.003653795619287168,-0.021692
2.969331,-0.02708068477589809,0.00429173605740335,-0.021692
2.99434,-0.02346370247784201,0.0048416354519378625,-0.021692
3.019346,-0.0187278160673719,0.005275769025960442,-0.021692
3.044346,-0.01308797664733452,0.005571731797695947,-0.021692
3.069353,-0.008021528851150487,0.0057440952012460834,-0.021692
3.094361,-0.0023268570210164125,0.005777206940251291,-0.021692
3.119368,0.004166723371241251,0.0056510449678947045,-0.021692
3.144374,0.01057750891650462,0.005367607021468107,-0.021692
3.169375,0.016209516501854482,0.004946252559333866,-0.021692
3.194382,0.021063278482583967,0.004406240879620714,-0.021692
3.219383,0.025264228169222733,0.003763609747282022,-0.021692
3.244389,0.029069261076295885,0.003027887385986864,-0.021692
3.26939,0.03181021342651026,0.0022253062113819708,-0.021692
3.294397,0.032655742626199254,0.0014029131452161572,-0.021692
3.319397,0.03200259426098753,0.0005977891512858602,-0.021692
3.344404,0.030226550582817088,-0.00016240150113687457,-0.021692
3.369405,0.027662289407995574,-0.0008583626040683384,-0.021692
3.394411,0.02635585047226753,-0.00152208823369826,-0.021692
3.419412,0.022506424297998685,-0.002090198090743303,-0.021692
3.444419,0.017088032809144886,-0.002523687798105762,-0.021692
