time_sec,theta_kalman,theta_dot_kalman,theta_ddot_kalman,x_pivot_m
0.346577,-0.0004937194961987335,-0.03343424128213066,0.021291354919251534,-0.0
0.371499,-0.002059009089953034,-0.028385839494895038,0.025254672655191462,-0.0
0.396506,-0.0028243506890980605,-0.02280282314943247,0.02842289079175462,-0.0
0.421513,-0.003530103332786481,-0.01608306190762312,0.030670617889962767,-0.0
0.446521,-0.0038576657768601775,-0.00982353723029935,0.03195246303514937,-0.0
0.471528,-0.00415143140325483,-0.0031067109087363383,0.03227615702290301,-0.0
0.496536,-0.0037087734769391976,-0.00024624140600193294,0.03193086655495023,-0.0
0.521543,-0.0031794753880650816,-0.0013695096660275097,0.031575671288832714,-0.0
0.54655,-0.0031625677965981245,-0.0028150274593439113,0.03157109505446152,-0.0
0.571558,-0.0026649453094850215,-0.00848709877734399,0.032298797917767005,-0.0
0.596565,-0.0032181362026972482,-0.011497057065578319,0.033891837434146144,-0.0
0.621572,-0.0033512571945630946,-0.015572064944269593,0.03622086757659132,-0.0
0.64658,-0.0051983593974567685,-0.008496940484816185,0.03844634054805318,-0.0
0.671587,-0.0053268177086554565,-0.0019227075402032529,0.03968262015879556,-0.0
0.696594,-0.004928011257264858,0.0013937559633417432,0.040253041455546784,-0.0
0.721601,-0.0037194489687004968,-0.004057011229009436,0.041172390444382326,-0.0
0.746609,-0.004625280150803402,-0.003305845240091648,0.04265949342088707,-0.0
0.771616,-0.005412741003788406,0.0029128635206099075,0.04373838719959541,-0.0
0.796624,-0.004804082050502658,0.0052145605373625425,0.044284157818769154,-0.0
0.821631,-0.005173480639736491,0.011426731246309569,0.044300799854404126,-0.0
0.846638,-0.0039002446449325403,0.01029273795213165,0.04407834813459322,-0.0
0.871645,-0.0028227435316861573,0.003070618171981891,0.04474580197083308,-0.0
0.896653,-0.002992967471858188,-0.002153021544109863,0.04664792605146473,-0.0
0.92166,-0.003553022453189262,-0.0033896977332721397,0.04928696598827695,-0.0
0.946668,-0.003977959369435498,-0.0018728314320216443,0.0521058689795585,-0.0
0.971675,-0.003605659730485173,-0.0033338422653406844,0.05513506803045874,-0.0
0.996682,-0.0031855326295331613,-0.008400829609779979,0.05894047525245609,-0.0
1.021689,-0.004329415186868125,-0.006178093046292294,0.06322688591423677,-0.0
1.046697,-0.00405058297777608,-0.00698383912051556,0.06765321050698661,-0.0
1.0717,-0.005110878810792439,-0.0008252729065071351,0.07190703382196931,-0.0
1.096701,-0.004442579053809635,0.00039951457554981843,0.07583605190936499,-0.0
1.121708,-0.004471103337687554,0.002197967956862049,0.07982417507050651,-0.0
1.146715,-0.005205611341335592,0.010266137984528752,0.08331285993276455,-0.0
1.171723,-0.002435990923794303,-0.0003741262078060248,0.08736369699871499,-0.0
1.196726,-0.005522113695163192,0.012577465086401,0.09158211831661467,-0.0
1.221733,-0.0043556832105973555,0.019430384964394608,0.09451498650727516,-0.0
1.246741,0.0010495598182669584,-0.010605507636348793,0.09979147052838466,-0.0
1.271748,-0.00220299851401519,-0.017681908702496862,0.10860003083779597,-0.0
1.296756,-0.006106565532652262,0.00188683293449253,0.11680021651951294,-0.0
1.321763,-0.003869395679659663,0.005376231567125512,0.12353981416695667,-0.0
1.34677,-0.002625655558063342,0.0009482532985680969,0.13086793274702055,-0.0
1.371777,-0.006332147564191298,0.025245800729444726,0.13706503708331402,-0.0
1.396785,-0.00414571467780484,0.03830385067272119,0.1406897360682705,-0.0
1.421793,-0.001044371014899318,0.035635594800506265,0.14402990071406135,-0.0
1.446803,-0.0012639544300866118,0.04186016145409334,0.14767479773832062,-0.0
