time_sec,theta_kalman,theta_dot_kalman,x_pivot_m
0.346585,-0.03610050846716738,-0.005454260106886729,-0.0
0.371506,-0.036460654559025495,-0.005459557912305031,-0.0
0.39651,-0.03746777879686046,-0.005442954319963872,-0.0
0.421514,-0.03811146479179963,-0.005413591933800688,-0.0
0.446519,-0.038214613857875446,-0.00538506546780985,-0.0
0.471525,-0.03894307011990822,-0.005341608564573344,-0.0
0.496529,-0.03924133395645851,-0.005294027989238295,-0.0
0.521536,-0.03841134469633095,-0.00527070844003472,-0.0
0.54654,-0.03884666097957918,-0.005239768604065172,-0.0
0.571548,-0.0381136342161692,-0.005230613393495681,-0.0
0.596551,-0.03700296268884681,-0.005252747925601844,-0.0
0.621558,-0.03648443490740336,-0.005291273192331846,-0.0
0.646562,-0.03703367020274419,-0.005319322183561058,-0.0
0.671569,-0.036611288370334776,-0.005361382715228233,-0.0
0.696572,-0.03547120197801857,-0.005435556742223008,-0.0
0.72158,-0.03677814601041296,-0.005480263233534586,-0.0
0.746584,-0.03704133083388871,-0.005521817457570617,-0.0
0.771587,-0.03651010386136702,-0.005580252907804098,-0.0
0.796591,-0.03664798921841291,-0.005638755159275838,-0.0
0.821599,-0.03729673320983946,-0.0056844954239148576,-0.0
0.846602,-0.03704115270526706,-0.0057402779844288165,-0.0
0.871609,-0.03675385364824663,-0.00580693704914932,-0.0
0.896613,-0.038196863587822726,-0.005840937337372535,-0.0
0.921617,-0.038281544013171104,-0.0058765097306665934,-0.0
0.94662,-0.038422929100482284,-0.005912248693731741,-0.0
0.971624,-0.03960997230671988,-0.005921842159057082,-0.0
0.996628,-0.03973619958095941,-0.005932012694587206,-0.0
1.021631,-0.040978459832286936,-0.005914659635586441,-0.0
1.046635,-0.042381800564799926,-0.005865715188739922,-0.0
1.071642,-0.04425334782660412,-0.005773356601662733,-0.0
1.096646,-0.04442590840657466,-0.0056803140068702445,-0.0
1.121646,-0.0439279233475126,-0.005603415976503214,-0.0
1.14665,-0.04450094016867653,-0.005515640721414179,-0.0
1.171653,-0.04583047833142772,-0.005397879696381645,-0.0
1.196658,-0.04935234615981179,-0.0051948447292441855,-0.0
1.221664,-0.05572267267528104,-0.004834669053995412,-0.0
1.246668,-0.06540514655456019,-0.0042337083073252565,-0.0
1.271675,-0.08052741610619094,-0.003254580912365069,-0.0
1.296679,-0.10451693942830009,-0.001673345434911119,-0.0
1.321687,-0.1407947724840317,0.0008204802205607912,-0.0
1.346691,-0.19700666302804587,0.004730513943176234,-0.0
1.371694,-0.2865025246440643,0.010897487371234804,-0.0
1.539048,-0.42433437583616485,0.020542646394120824,0.099528
1.564053,-0.6271213092077162,0.03530799227532522,0.116116
1.589059,-0.6496242271779171,0.05066246564367105,0.12377200000000001
1.614067,-0.5927045770485626,0.06461556054472184,0.125048
1.639069,-0.4526099726504701,0.07508137890510713,0.125048
1.66407,-0.35235204225971317,0.08306983933890177,0.125048
1.689074,-0.2628355137048044,0.08885652925974713,0.125048
1.714079,-0.16673876854367062,0.09227939730387966,0.125048
1.739085,-0.0829944012340453,0.09365170721628535,0.125048
1.764092,-0.003319861031836624,0.0930768273786949,0.125048
1.7891,0.06510672847781206,0.09083767103427301,0.125048
1.814104,0.13880825218176254,0.08679996954794865,0.125048
1.839107,0.20258527751510408,0.08121110883770288,0.125048
1.864111,0.2601918298670568,0.074222946416693,0.125048
1.889114,0.30999251577093506,0.06602763938234046,0.125048
1.914122,0.3475396668669175,0.05692859299958025,0.125048
1.939125,0.37314703379812264,0.047220737552079395,0.125048
1.964129,0.39116996839686413,0.037088928316833136,0.125048
1.989133,0.40121000889020014,0.02672778686430205,0.125048
2.014137,0.3995261124094144,0.0164260068834432,0.125048
2.03914,0.385783772314263,0.006480744212114198,0.125048
2.064148,0.37284844242276133,-0.0031346336199571945,0.125048
2.089154,0.3588897518384505,-0.012400452240656612,0.125048
2.114158,0.3365847196631919,-0.02111238743419369,0.125048
2.139166,0.3082608964452529,-0.02912438266550288,0.125048
2.16417,0.2783964638539764,-0.03640271974785714,0.125048
2.189174,0.25298061861666016,-0.04306405213370673,0.125048
2.214177,0.2582801947059057,-0.049886168022085176,0.125048
