time_sec,theta_kalman,theta_dot_kalman,x_pivot_m
0.346559,-0.013242623183614265,0.0010140588594018834,-0.0
0.371476,-0.012554199989615183,0.0009994384161497762,-0.0
0.396477,-0.012684095644344586,0.000988710271540405,-0.0
0.421481,-0.012670387979144888,0.0009782614132156833,-0.0
0.446484,-0.013017456848956725,0.0009771452734974933,-0.0
0.471484,-0.013452748362997624,0.0009875766448060744,-0.0
0.496487,-0.013884861669591606,0.0010094822926675314,-0.0
0.521491,-0.01443177260733729,0.0010457588938861985,-0.0
0.546492,-0.013777600524612106,0.0010662670584936401,-0.0
0.571495,-0.01396677861774798,0.0010921984002932603,-0.0
0.596498,-0.013467955060985737,0.0011062917910461055,-0.0
0.621506,-0.01374507178162657,0.0011280419641287024,-0.0
0.646509,-0.013669944005345115,0.0011486168755915401,-0.0
0.671513,-0.013241175581891019,0.0011591486794127618,-0.0
0.696517,-0.013160609097365135,0.0011683882588931667,-0.0
0.72152,-0.01325232677750839,0.0011806679370290455,-0.0
0.746528,-0.013497578021476605,0.001199851078468015,-0.0
0.771536,-0.013590893702941803,0.001222134290194982,-0.0
0.796539,-0.013524693008717375,0.0012435257606113219,-0.0
0.821542,-0.013609916513397095,0.0012678416290809826,-0.0
0.84655,-0.013938452656693218,0.0013012074330183425,-0.0
0.871554,-0.013939475145296152,0.0013354195084813206,-0.0
0.896557,-0.014046841650260319,0.0013731700013120815,-0.0
0.921565,-0.014656841358610282,0.0014271051241651852,-0.0
0.946565,-0.014556026210885665,0.0014794085111507907,-0.0
0.971568,-0.014487967305656563,0.0015309357399594646,-0.0
0.996569,-0.01401128959905094,0.001571457842250136,-0.0
1.021572,-0.013857792168199611,0.0016091162564459654,-0.0
1.046576,-0.013578012046236524,0.0016407634500190534,-0.0
1.071579,-0.01390431283080115,0.0016816396231197034,-0.0
1.09658,-0.01455697146669765,0.00173996623451468,-0.0
1.121586,-0.01484957588099503,0.0018067381846741982,-0.0
1.146594,-0.015050345713383205,0.0018796913814010823,-0.0
1.171598,-0.014933307687240518,0.0019508908635426305,-0.0
1.196601,-0.014917433988273814,0.0020229220274538807,-0.0
1.221605,-0.014606294989107704,0.0020884154318228506,-0.0
1.246608,-0.013826140110896033,0.0021356341908069618,-0.0
1.271616,-0.013563896063622231,0.0021776141484474527,-0.0
1.296624,-0.013313505175901354,0.0022146794421707104,-0.0
1.321627,-0.013656690708123372,0.002261759669351583,-0.0
1.346631,-0.013629319426260259,0.002309578891067032,-0.0
1.371634,-0.014062705634029903,0.0023697380634145767,-0.0
1.396638,-0.014423413008757593,0.0024404499737726137,-0.0
1.421638,-0.014979954617292072,0.0025266771145703005,-0.0
1.446646,-0.014656078646114283,0.0026063643262769654,-0.0
1.471652,-0.014789520754012731,0.002691046289839707,-0.0
