xAccl,yAccl,zAccl,newPosition,time,pcTime
1234,23,0,0,544431,639.350175857544
67110626,375,0,0,594384,689.2290115356445
67110626,1911,0,0,644382,739.2733097076416
67110626,26487,0,0,694382,789.2441749572754
67110626,419703,0,0,744382,839.2441272735596
67110626,6711159,0,0,794382,889.2002105712891
67110626,107374455,0,0,844382,939.298152923584
67110626,107374455,0,0,894382,989.321231842041
67110626,107374455,0,0,944382,1039.2770767211914
67110626,107374455,0,0,994382,1089.3440246582031
67110626,107374455,0,0,1044382,1140.3141021728516
67110626,107374455,0,0,1094382,1190.2892589569092
67110626,107374455,0,0,1144382,1240.2560710906982
67110626,107374455,0,0,1194382,1290.295124053955
67110626,107374455,0,0,1244382,1340.3682708740234
67110626,107374455,0,0,1294382,1390.2912139892578
67110626,107374455,0,0,1344382,1440.244197845459
67110626,107374455,0,0,1394382,1490.3149604797363
67110626,107374455,0,0,1444382,1540.2162075042725
67110626,107374455,0,0,1494382,1590.2552604675293
67110626,107374455,0,0,1544382,1640.2781009674072
67110626,107374455,0,0,1594382,1690.2961730957031
67110626,107374455,0,0,1644382,1740.2031421661377
67110626,107374455,0,0,1694382,1790.3521060943604
67110626,107374455,0,0,1744382,1840.348243713379
67110626,107374455,0,0,1794382,1890.4531002044678
67110626,107374455,0,0,1844382,1940.3712749481201
67110626,107374455,0,0,1894382,1990.3512001037598
67110626,107374455,0,0,1944382,2040.4300689697266
67110626,107374455,0,0,1994382,2090.4340744018555
67110626,107374455,0,0,2044382,2140.425205230713
67110626,107374455,0,0,2094382,2190.463066101074
67110626,107374455,0,0,2144382,2240.384101867676
67110626,107374455,0,0,2194382,2290.388345718384
67110626,107374455,0,0,2244382,2340.3542041778564
